"Time stamp","System power generated | (kW)","AC inverter output power | (W)","DC inverter input power | (W)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Weather file ambient temperature | (C)","Weather file beam irradiance | (W/m2)","Weather file diffuse irradiance | (W/m2)","Weather file global horizontal irradiance | (W/m2)"
"Feb 19, 03:00 am",0,0,0,13.5,0,13.5,0,0,0
"Feb 19, 04:00 am",0,0,0,13,0,13,0,0,0
"Feb 19, 05:00 am",0,0,0,12.5,0,12.5,0,0,0
"Feb 19, 06:00 am",0,0,0,11.9,0,11.9,0,0,0
"Feb 19, 07:00 am",167.518,167518,176370,19.6325,205.017,15.3,494.1,24.8,79.9
"Feb 19, 08:00 am",602.863,602863,626531,44.7985,770.908,18.7,832.5,41.6,323.1
"Feb 19, 09:00 am",753.308,753308,783934,49.1608,997.623,21.7,951.4,49.1,570
"Feb 19, 10:00 am",793.144,793144,825774,49.5184,1066.04,24.4,1010,53.5,786.4
"Feb 19, 11:00 am",798.355,798355,831252,49.6957,1082.45,26.7,1041.4,56.3,952.2
"Feb 19, 12:00 pm",790.713,790713,823219,51.6378,1085.04,28.8,1057,57.7,1053.7
"Feb 19, 01:00 pm",792.042,792042,824616,50.5635,1083.32,30,1060.7,58,1082.7
"Feb 19, 02:00 pm",795.373,795373,828118,50.0704,1083.86,30.9,1053.9,57.3,1037.2
"Feb 19, 03:00 pm",799.598,799598,832559,48.7063,1078.37,30,1034.9,55.3,920.6
"Feb 19, 04:00 pm",794.115,794115,826795,47.58,1056.6,28.9,998.8,52.1,742.5
"Feb 19, 05:00 pm",743.506,743506,773648,45.6059,967.207,27.6,931.5,47.1,517.8
"Feb 19, 06:00 pm",513.894,513894,533897,38.5241,639.667,26,789.4,38.7,268.1
"Feb 19, 07:00 pm",59.1692,59169.2,65529.4,25.6866,100.901,23.1,329.2,16.6,37
"Feb 19, 08:00 pm",0,0,0,20.5,0,20.5,0,0,0
"Feb 19, 09:00 pm",0,0,0,18.2,0,18.2,0,0,0
"Feb 19, 10:00 pm",0,0,0,16.4,0,16.4,0,0,0
"Feb 19, 11:00 pm",0,0,0,15.1,0,15.1,0,0,0
"Feb 20, 12:00 am",0,0,0,14.7,0,14.7,0,0,0
"Feb 20, 01:00 am",0,0,0,13.9,0,13.9,0,0,0
"Feb 20, 02:00 am",0,0,0,13,0,13,0,0,0
"Feb 20, 03:00 am",0,0,0,12.2,0,12.2,0,0,0
"Feb 20, 04:00 am",0,0,0,11.4,0,11.4,0,0,0
"Feb 20, 05:00 am",0,0,0,10.6,0,10.6,0,0,0
"Feb 20, 06:00 am",0,0,0,9.6,0,9.6,0,0,0
"Feb 20, 07:00 am",163.372,163372,172120,17.0638,198.722,12.8,485.3,23.8,76.8
"Feb 20, 08:00 am",148.818,148818,157206,21.6285,182.67,16.1,29.1,150.9,160.7
"Feb 20, 09:00 am",761.267,761267,792288,43.6978,986.216,19.2,943.1,47,561.6
"Feb 20, 10:00 am",794.48,794480,827179,46.213,1053.57,22,1000.9,51.2,775.8
"Feb 20, 11:00 am",798.589,798589,831499,46.5635,1069.04,24.4,1031.9,53.7,939.8
"Feb 20, 12:00 pm",789.685,789685,822138,48.8436,1071.24,26.4,1047.3,55,1040.3
"Feb 20, 01:00 pm",790.566,790566,823064,48.0098,1070.03,27.5,1051.3,55.5,1069.3
"Feb 20, 02:00 pm",794.402,794402,827096,47.5018,1071.2,28.4,1044.9,55,1024.6
"Feb 20, 03:00 pm",798.138,798138,831024,46.4486,1066.49,27.8,1026.1,53.4,909.3
"Feb 20, 04:00 pm",792.964,792964,825585,45.358,1045.51,26.9,990.1,50.6,732.8
"Feb 20, 05:00 pm",741.543,741543,771590,43.5891,956.707,25.8,922.9,46,509.9
"Feb 20, 06:00 pm",507.467,507468,527219,36.2785,626.157,23.9,780,37.8,262.4
"Feb 20, 07:00 pm",50.665,50665,56849.3,23.591,93.4381,21.2,310.8,15.7,34.1
"Feb 20, 08:00 pm",0,0,0,18.6,0,18.6,0,0,0
"Feb 20, 09:00 pm",0,0,0,16.5,0,16.5,0,0,0
"Feb 20, 10:00 pm",0,0,0,14.8,0,14.8,0,0,0
"Feb 20, 11:00 pm",0,0,0,13.7,0,13.7,0,0,0
"Feb 21, 12:00 am",0,0,0,14.2,0,14.2,0,0,0
"Feb 21, 01:00 am",0,0,0,13.4,0,13.4,0,0,0
"Feb 21, 02:00 am",0,0,0,12.6,0,12.6,0,0,0
"Feb 21, 03:00 am",0,0,0,12.2,0,12.2,0,0,0
"Feb 21, 04:00 am",0,0,0,11.8,0,11.8,0,0,0
"Feb 21, 05:00 am",0,0,0,11.4,0,11.4,0,0,0
"Feb 21, 06:00 am",0,0,0,10.8,0,10.8,0,0,0
"Feb 21, 07:00 am",156.902,156902,165489,18.101,192.367,14.2,471.4,23.8,74.1
"Feb 21, 08:00 am",599.179,599179,622688,39.1343,749.07,17.7,817.6,40.8,313.9
"Feb 21, 09:00 am",750.586,750586,781077,46.3224,982.369,20.7,938,48.4,558.5
"Feb 21, 10:00 am",788.366,788366,820752,47.5943,1051.1,23.5,997.2,53,773.4
"Feb 21, 11:00 am",791.81,791810,824372,48.3233,1067.34,25.8,1029,56,938
"Feb 21, 12:00 pm",784.998,784998,817213,50.1081,1070.24,27,1045.1,57.7,1039.2
"Feb 21, 01:00 pm",785.39,785390,817625,49.3764,1068.78,28.2,1048.8,58.4,1068.1
"Feb 21, 02:00 pm",789.396,789396,821835,48.7646,1069.75,29.1,1041.8,58,1022.9
"Feb 21, 03:00 pm",793.047,793047,825672,47.6733,1064.75,28.3,1022.2,56.4,906.9
"Feb 21, 04:00 pm",787.465,787465,819806,46.4669,1042.66,27.3,984.8,53.3,729.5
"Feb 21, 05:00 pm",734.03,734030,763710,44.7856,951.256,26.1,915.1,48.2,505.9
"Feb 21, 06:00 pm",495.997,495997,515303,36.9881,613.659,24.7,766.7,39.4,257.9
"Feb 21, 07:00 pm",40.7985,40798.5,46782.4,24.1761,85.5509,22,284.1,15.4,31.3
"Feb 21, 08:00 pm",0,0,0,19.6,0,19.6,0,0,0
"Feb 21, 09:00 pm",0,0,0,17.5,0,17.5,0,0,0
"Feb 21, 10:00 pm",0,0,0,15.9,0,15.9,0,0,0
"Feb 21, 11:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Feb 22, 12:00 am",0,0,0,14.9,0,14.9,0,0,0
"Feb 22, 01:00 am",0,0,0,14.3,0,14.3,0,0,0
"Feb 22, 02:00 am",0,0,0,13.6,0,13.6,0,0,0
"Feb 22, 03:00 am",0,0,0,13,0,13,0,0,0
"Feb 22, 04:00 am",0,0,0,12.3,0,12.3,0,0,0
"Feb 22, 05:00 am",0,0,0,11.6,0,11.6,0,0,0
"Feb 22, 06:00 am",0,0,0,10.1,0,10.1,0,0,0
"Feb 22, 07:00 am",148.6,148600,156984,16.9367,182.431,13.3,440.1,24.6,70.6
"Feb 22, 08:00 am",579.742,579742,602425,41.9386,732.639,16.5,797.4,43.8,308.5
"Feb 22, 09:00 am",742.752,742752,772858,46.5319,972.709,19.7,923.1,52.8,553.1
"Feb 22, 10:00 am",784.275,784275,816454,47.2609,1044.07,22.6,984.7,58.5,768.2
"Feb 22, 11:00 am",789.222,789222,821652,47.8737,1061.79,25.1,1017.7,62.4,933.1
"Feb 22, 12:00 pm",784.708,784708,816909,49.0373,1065.1,26.2,1034.1,64.7,1034.1
"Feb 22, 01:00 pm",785.306,785306,817536,48.3817,1064.27,27.3,1039.2,64.9,1063.5
"Feb 22, 02:00 pm",789.689,789689,822142,47.6736,1065.33,28.1,1032.9,63.6,1018.2
"Feb 22, 03:00 pm",793.451,793451,826097,46.4853,1060.08,27.4,1013.7,60.9,902.3
"Feb 22, 04:00 pm",787.26,787260,819590,45.2627,1037.19,26.4,976.1,56.7,724.7
"Feb 22, 05:00 pm",733.378,733378,763026,43.2342,944.349,25.3,905.7,50.5,501
"Feb 22, 06:00 pm",487.854,487854,506847,36.0495,601.382,24.3,754.7,40.5,253.3
"Feb 22, 07:00 pm",31.0285,31028.5,36817.7,23.3177,78.3322,21.4,260.9,14.9,28.6
"Feb 22, 08:00 pm",0,0,0,18.7,0,18.7,0,0,0
"Feb 22, 09:00 pm",0,0,0,16.6,0,16.6,0,0,0
"Feb 22, 10:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Feb 22, 11:00 pm",0,0,0,13.8,0,13.8,0,0,0
"Feb 23, 12:00 am",0,0,0,14.3,0,14.3,0,0,0
"Feb 23, 01:00 am",0,0,0,13.6,0,13.6,0,0,0
"Feb 23, 02:00 am",0,0,0,12.9,0,12.9,0,0,0
"Feb 23, 03:00 am",0,0,0,12.2,0,12.2,0,0,0
"Feb 23, 04:00 am",0,0,0,11.5,0,11.5,0,0,0
"Feb 23, 05:00 am",0,0,0,10.7,0,10.7,0,0,0
"Feb 23, 06:00 am",0,0,0,9.6,0,9.6,0,0,0
"Feb 23, 07:00 am",149.811,149811,158224,16.4213,183.956,12.9,460.3,23.3,70.3
"Feb 23, 08:00 am",591.283,591283,614454,39.7014,740.649,16.2,817.6,40.5,310.2
"Feb 23, 09:00 am",751.312,751312,781839,46.1258,982.265,19.4,940.1,47.8,555.7
"Feb 23, 10:00 am",790.745,790745,823253,46.9053,1051.14,22.3,1000.4,51.9,771.2
"Feb 23, 11:00 am",793.879,793879,826547,47.5103,1066.45,24.8,1032.9,54.3,936.2
"Feb 23, 12:00 pm",787.853,787853,820213,48.8095,1068.33,25.7,1049.2,55.4,1037.3
"Feb 23, 01:00 pm",788.41,788410,820799,48.0366,1066.94,26.9,1053.4,55.8,1066.2
"Feb 23, 02:00 pm",793.09,793090,825718,47.3306,1068.38,27.9,1046.8,55.2,1020.6
"Feb 23, 03:00 pm",797.462,797462,830313,46.3833,1064.92,27.4,1028.2,53.5,904.5
"Feb 23, 04:00 pm",792.467,792467,825062,45.4081,1044.55,26.6,991.6,50.5,726.6
"Feb 23, 05:00 pm",740.326,740326,770314,43.5334,954.285,25.6,923.4,45.7,502.5
"Feb 23, 06:00 pm",491.248,491248,510371,36.2533,606.024,24.4,776.2,37.3,253.9
"Feb 23, 07:00 pm",22.0365,22036.5,27649.8,23.6678,75.5177,21.8,274,13.7,27.2
"Feb 23, 08:00 pm",0,0,0,19.3,0,19.3,0,0,0
"Feb 23, 09:00 pm",0,0,0,17.3,0,17.3,0,0,0
"Feb 23, 10:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Feb 23, 11:00 pm",0,0,0,14.7,0,14.7,0,0,0
"Feb 24, 12:00 am",0,0,0,15,0,15,0,0,0
"Feb 24, 01:00 am",0,0,0,14.5,0,14.5,0,0,0
"Feb 24, 02:00 am",0,0,0,13.8,0,13.8,0,0,0
"Feb 24, 03:00 am",0,0,0,13.2,0,13.2,0,0,0
"Feb 24, 04:00 am",0,0,0,12.5,0,12.5,0,0,0
"Feb 24, 05:00 am",0,0,0,11.9,0,11.9,0,0,0
"Feb 24, 06:00 am",0,0,0,11.1,0,11.1,0,0,0
"Feb 24, 07:00 am",146.3,146300,154627,17.6424,181.151,14.2,461.9,22.6,68.9
"Feb 24, 08:00 am",589.544,589544,612642,39.7805,738.618,17.4,821.4,39.7,309
"Feb 24, 09:00 am",750.915,750915,781422,46.5293,983.19,20.2,943,46.9,554.5
"Feb 24, 10:00 am",789.16,789160,821587,47.3819,1050.92,22.8,1002,51.2,769.9
"Feb 24, 11:00 am",792.479,792479,825075,47.6784,1065.18,25,1033.7,53.8,934.8
"Feb 24, 12:00 pm",783.088,783088,815206,49.9341,1066.59,26.9,1049.4,55.3,1035.6
"Feb 24, 01:00 pm",785.231,785231,817458,48.7774,1065.7,27.9,1054.1,55.8,1064.8
"Feb 24, 02:00 pm",790.307,790308,822793,48.1266,1067.92,28.7,1048,55.3,1019.6
"Feb 24, 03:00 pm",796.653,796653,829464,46.7032,1065.07,27.9,1029.6,53.6,903.5
"Feb 24, 04:00 pm",793.043,793043,825668,45.543,1045.7,26.9,993.4,50.7,725.5
"Feb 24, 05:00 pm",740.888,740888,770903,43.6531,955.249,25.7,925.1,45.9,500.9
"Feb 24, 06:00 pm",487.271,487271,506242,35.9077,600.311,24.3,776.1,37.4,251.5
"Feb 24, 07:00 pm",10.5535,10553.5,15946.9,23.208,69.7982,21.6,261.5,13,25
"Feb 24, 08:00 pm",0,0,0,19,0,19,0,0,0
"Feb 24, 09:00 pm",0,0,0,16.7,0,16.7,0,0,0
"Feb 24, 10:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Feb 24, 11:00 pm",0,0,0,13.7,0,13.7,0,0,0
"Feb 25, 12:00 am",0,0,0,14,0,14,0,0,0
"Feb 25, 01:00 am",0,0,0,13.3,0,13.3,0,0,0
"Feb 25, 02:00 am",0,0,0,12.5,0,12.5,0,0,0
"Feb 25, 03:00 am",0,0,0,11.8,0,11.8,0,0,0
"Feb 25, 04:00 am",0,0,0,11,0,11,0,0,0
"Feb 25, 05:00 am",0,0,0,10.3,0,10.3,0,0,0
"Feb 25, 06:00 am",0,0,0,7.9,0,7.9,0,0,0
"Feb 25, 07:00 am",145.52,145520,153828,14.5853,178.918,11.2,461.8,22.7,68
"Feb 25, 08:00 am",592.118,592118,615325,39.8675,742.033,14.6,828.8,40.6,310.7
"Feb 25, 09:00 am",761.779,761779,792826,45.5161,993.345,17.6,952.4,48.3,559.3
"Feb 25, 10:00 am",802.937,802937,836070,45.7612,1062.38,20.3,1012.6,53,777.5
"Feb 25, 11:00 am",806.984,806984,840327,45.8832,1076.96,22.5,1045,56,944.7
"Feb 25, 12:00 pm",798.713,798713,831629,47.7761,1078.5,24.4,1061.2,57.7,1047
"Feb 25, 01:00 pm",800.567,800567,833578,46.605,1077.12,25.5,1065.8,58,1076.2
"Feb 25, 02:00 pm",805.365,805365,838624,46.0237,1079.17,26.4,1059.6,57.1,1030
"Feb 25, 03:00 pm",810.504,810504,844030,45.088,1076.63,25.9,1041.2,55.1,912.1
"Feb 25, 04:00 pm",805.523,805523,838790,44.433,1057.43,25.2,1005,51.7,731.9
"Feb 25, 05:00 pm",751.721,751722,782269,42.8586,966.052,24.3,936.4,46.6,504.4
"Feb 25, 06:00 pm",490.589,490589,509687,34.7452,601.699,23.5,786.1,37.7,252
"Feb 25, 07:00 pm",0,0,2841.69,22.3821,65.2604,21,257.6,12.3,23.2
"Feb 25, 08:00 pm",0,0,0,18.7,0,18.7,0,0,0
"Feb 25, 09:00 pm",0,0,0,16.9,0,16.9,0,0,0
"Feb 25, 10:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Feb 25, 11:00 pm",0,0,0,14.7,0,14.7,0,0,0
"Feb 26, 12:00 am",0,0,0,14.7,0,14.7,0,0,0
"Feb 26, 01:00 am",0,0,0,14.3,0,14.3,0,0,0
"Feb 26, 02:00 am",0,0,0,13.8,0,13.8,0,0,0
"Feb 26, 03:00 am",0,0,0,13.5,0,13.5,0,0,0
"Feb 26, 04:00 am",0,0,0,13.2,0,13.2,0,0,0
"Feb 26, 05:00 am",0,0,0,12.8,0,12.8,0,0,0
"Feb 26, 06:00 am",0,0,0,11.1,0,11.1,0,0,0
"Feb 26, 07:00 am",143.968,143968,152239,17.9251,179.839,14.5,478.5,22,67.8
"Feb 26, 08:00 am",588.197,588197,611238,44.2848,750.004,17.9,846.1,39.2,313.2
"Feb 26, 09:00 am",759.58,759580,790517,49.0166,1004.38,21,967.5,46.1,563.5
"Feb 26, 10:00 am",798.272,798272,831166,49.3271,1071.33,23.8,1026.2,50.1,782.6
"Feb 26, 11:00 am",800.206,800206,833198,49.6161,1083.95,26.2,1057.8,52.5,950.2
"Feb 26, 12:00 pm",649.337,649337,675051,47.8688,885.946,27.6,470.6,427,864.9
"Feb 26, 01:00 pm",790.166,790166,822644,50.9197,1081.66,28.8,1076.7,54.2,1080.7
"Feb 26, 02:00 pm",794.578,794578,827282,50.3574,1083.3,29.8,1069.4,53.8,1033.3
"Feb 26, 03:00 pm",603.586,603586,627284,44.2475,805.203,29.1,411.5,397.5,735.2
"Feb 26, 04:00 pm",502.707,502707,522273,40.3845,655.386,28.2,304.4,342.1,547.2
"Feb 26, 05:00 pm",746.512,746512,776802,45.6529,969.803,27,943.6,45,503.7
"Feb 26, 06:00 pm",482.472,482472,501260,37.4389,597.94,25.7,791.9,36.7,250.1
"Feb 26, 07:00 pm",0,0,0,23.6644,35.3582,22.8,247.2,11.3,21
"Feb 26, 08:00 pm",0,0,0,20.2,0,20.2,0,0,0
"Feb 26, 09:00 pm",0,0,0,18,0,18,0,0,0
"Feb 26, 10:00 pm",0,0,0,16.3,0,16.3,0,0,0
"Feb 26, 11:00 pm",0,0,0,15.1,0,15.1,0,0,0
"Feb 27, 12:00 am",0,0,0,15.2,0,15.2,0,0,0
"Feb 27, 01:00 am",0,0,0,14.4,0,14.4,0,0,0
"Feb 27, 02:00 am",0,0,0,13.6,0,13.6,0,0,0
"Feb 27, 03:00 am",0,0,0,12.9,0,12.9,0,0,0
"Feb 27, 04:00 am",0,0,0,12,0,12,0,0,0
"Feb 27, 05:00 am",0,0,0,11.3,0,11.3,0,0,0
"Feb 27, 06:00 am",0,0,0,9.1,0,9.1,0,0,0
"Feb 27, 07:00 am",38.6504,38650.4,44591.2,11.9392,52.7726,12.4,67.5,19.5,25.8
"Feb 27, 08:00 am",158.918,158918,167556,20.9801,194.096,15.7,32.3,154.6,165
"Feb 27, 09:00 am",756.455,756455,787236,46.04,988.124,18.9,948.8,48.3,553.9
"Feb 27, 10:00 am",495.511,495511,514798,38.3762,642.949,21.8,294.1,345.6,554.9
"Feb 27, 11:00 am",797.418,797418,830267,46.9451,1068.41,24.2,1039.5,56.1,936.5
"Feb 27, 12:00 pm",636.557,636557,661699,45.4465,860.673,25.5,446.4,425.8,840.4
"Feb 27, 01:00 pm",443.602,443602,460944,39.1323,591.089,26.8,253,349.5,590.2
"Feb 27, 02:00 pm",415.189,415189,431513,37.7021,547.429,27.8,221.4,330.1,532.4
"Feb 27, 03:00 pm",423.062,423062,439665,37.0006,551.718,27.4,227.1,324.5,510.3
"Feb 27, 04:00 pm",401.197,401197,417032,35.9441,515.435,26.8,220,307,454.7
"Feb 27, 05:00 pm",223.602,223602,233929,30.9619,281.855,25.9,84.7,208.6,249.5
"Feb 27, 06:00 pm",91.8254,91825.4,98887.6,26.4464,117.511,24.9,4.7,118.3,119.5
"Feb 27, 07:00 pm",0,0,0,21.9623,29.1692,22.5,211.2,10.6,18.1
"Feb 27, 08:00 pm",0,0,0,20.2,0,20.2,0,0,0
"Feb 27, 09:00 pm",0,0,0,18.4,0,18.4,0,0,0
"Feb 27, 10:00 pm",0,0,0,17.1,0,17.1,0,0,0
"Feb 27, 11:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Feb 28, 12:00 am",0,0,0,16.2,0,16.2,0,0,0
"Feb 28, 01:00 am",0,0,0,15.8,0,15.8,0,0,0
"Feb 28, 02:00 am",0,0,0,15.4,0,15.4,0,0,0
"Feb 28, 03:00 am",0,0,0,15,0,15,0,0,0
"Feb 28, 04:00 am",0,0,0,14.5,0,14.5,0,0,0
"Feb 28, 05:00 am",0,0,0,14.1,0,14.1,0,0,0
"Feb 28, 06:00 am",0,0,0,11.4,0,11.4,0,0,0
"Feb 28, 07:00 am",135.115,135115,143172,17.4596,170.528,14.5,461.6,21.5,63.6
"Feb 28, 08:00 am",168.517,168517,177395,24.2022,207.723,17.7,38.8,159.7,172.1
"Feb 28, 09:00 am",763.496,763496,794628,47.0344,1001.25,20.8,965.5,46.6,559.4
"Feb 28, 10:00 am",797.42,797420,830270,49.074,1068.83,23.6,1025.3,50.8,778.9
"Feb 28, 11:00 am",799.964,799964,832945,49.0777,1081.04,25.9,1057.5,53.3,947.1
"Feb 28, 12:00 pm",787.095,787095,819416,52.0973,1081.25,28.8,1073.8,54.6,1049.7
"Feb 28, 01:00 pm",787.596,787596,819943,51.153,1078.94,30,1077.5,55,1078
"Feb 28, 02:00 pm",792.905,792905,825523,50.5023,1081.39,31,1070.8,54.4,1030.4
"Feb 28, 03:00 pm",799.64,799640,832604,49.2914,1079.75,30.2,1051.7,52.7,910.7
"Feb 28, 04:00 pm",797.653,797653,830514,48.1655,1062.2,29.2,1015.2,49.8,728.4
"Feb 28, 05:00 pm",743.912,743912,774075,46.437,968.955,28,945.1,45,498.6
"Feb 28, 06:00 pm",470.263,470263,488590,37.775,583.628,26.3,790.4,36.3,244
"Feb 28, 07:00 pm",0,0,0,24.1353,26.7574,23.5,214.1,9.5,16.3
"Feb 28, 08:00 pm",0,0,0,20.8,0,20.8,0,0,0
"Feb 28, 09:00 pm",0,0,0,18.6,0,18.6,0,0,0
"Feb 28, 10:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Feb 28, 11:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Mar 1, 12:00 am",0,0,0,14.8,0,14.8,0,0,0
"Mar 1, 01:00 am",0,0,0,14.6,0,14.6,0,0,0
"Mar 1, 02:00 am",0,0,0,14.4,0,14.4,0,0,0
"Mar 1, 03:00 am",0,0,0,13.8,0,13.8,0,0,0
"Mar 1, 04:00 am",0,0,0,13.2,0,13.2,0,0,0
"Mar 1, 05:00 am",0,0,0,12.5,0,12.5,0,0,0
"Mar 1, 06:00 am",0,0,0,11.2,0,11.2,0,0,0
"Mar 1, 07:00 am",124.266,124266,132067,15.7617,158.359,13,427.5,21.5,58.7
"Mar 1, 08:00 am",577.567,577567,600159,38.4983,719.561,15.2,824.1,41.3,301.7
"Mar 1, 09:00 am",749.307,749307,779735,49.0519,990.239,18.4,952.1,49.7,551.9
"Mar 1, 10:00 am",794.377,794377,827070,47.8355,1059.13,21.7,1013.3,54.9,770.8
"Mar 1, 11:00 am",628.727,628727,653523,42.5239,834.469,25,429.7,413.9,775.4
"Mar 1, 12:00 pm",786.655,786655,818954,49.9264,1070.87,25.8,1061.3,60.3,1039.7
"Mar 1, 01:00 pm",784.462,784462,816650,49.7604,1068.29,27.4,1065.6,60.1,1067.1
"Mar 1, 02:00 pm",790.865,790865,823379,48.6841,1070.38,28.6,1058.8,58.7,1018.7
"Mar 1, 03:00 pm",797.062,797062,829893,47.5326,1068.27,27.9,1039.4,56,898.4
"Mar 1, 04:00 pm",499.171,499171,518600,39.0509,647.183,26.8,296.9,341.4,538.2
"Mar 1, 05:00 pm",304.158,304158,316824,32.6802,383.054,25.5,130.7,238.8,300.7
"Mar 1, 06:00 pm",82.2194,82219.4,89070.7,25.113,105.501,23.3,0.3,109.8,109.8
"Mar 1, 07:00 pm",0,0,0,19.8961,17.8582,20.9,162.9,7.6,11.5
"Mar 1, 08:00 pm",0,0,0,18.9,0,18.9,0,0,0
"Mar 1, 09:00 pm",0,0,0,17.2,0,17.2,0,0,0
"Mar 1, 10:00 pm",0,0,0,16,0,16,0,0,0
"Mar 1, 11:00 pm",0,0,0,15.4,0,15.4,0,0,0
"Mar 2, 12:00 am",0,0,0,14.5,0,14.5,0,0,0
"Mar 2, 01:00 am",0,0,0,14,0,14,0,0,0
"Mar 2, 02:00 am",0,0,0,13.4,0,13.4,0,0,0
"Mar 2, 03:00 am",0,0,0,12.9,0,12.9,0,0,0
"Mar 2, 04:00 am",0,0,0,12.3,0,12.3,0,0,0
"Mar 2, 05:00 am",0,0,0,11.7,0,11.7,0,0,0
"Mar 2, 06:00 am",0,0,0,10.2,0,10.2,0,0,0
"Mar 2, 07:00 am",121.917,121917,129664,14.4326,155.452,12.2,456.6,19.3,58
"Mar 2, 08:00 am",589.915,589915,613028,33.538,721.004,14.6,842.1,35.4,299.9
"Mar 2, 09:00 am",733.111,733111,762746,54.0237,988.478,18.1,963.1,40.9,547
"Mar 2, 10:00 am",779.772,779772,811722,50.7369,1051.68,21.7,1020.4,43.6,762.6
"Mar 2, 11:00 am",785.072,785072,817290,48.8937,1059.6,25.4,1050.7,44.8,926.9
"Mar 2, 12:00 pm",769.584,769584,801020,52.1712,1056.99,26.7,1065.6,45.1,1026.3
"Mar 2, 01:00 pm",770.475,770475,801956,51.0329,1054.42,28.3,1068.9,45.5,1053.4
"Mar 2, 02:00 pm",776.617,776617,808408,50.207,1057.31,29.5,1062,45.3,1005.7
"Mar 2, 03:00 pm",785.265,785265,817494,48.8541,1057.79,28.8,1043.5,44.4,887.2
"Mar 2, 04:00 pm",785.495,785495,817735,47.4663,1042.26,27.7,1007.2,42.6,706.9
"Mar 2, 05:00 pm",734.889,734889,764611,45.0993,951.233,26.2,938.7,39.2,480.4
"Mar 2, 06:00 pm",448.109,448109,465615,36.2988,553.149,23.7,783.9,32.2,229.9
"Mar 2, 07:00 pm",0,0,0,21.8827,14.9744,21.3,157.3,6.2,9.4
"Mar 2, 08:00 pm",0,0,0,19.3,0,19.3,0,0,0
"Mar 2, 09:00 pm",0,0,0,17.6,0,17.6,0,0,0
"Mar 2, 10:00 pm",0,0,0,16.3,0,16.3,0,0,0
"Mar 2, 11:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Mar 3, 12:00 am",0,0,0,14.7,0,14.7,0,0,0
"Mar 3, 01:00 am",0,0,0,14.5,0,14.5,0,0,0
"Mar 3, 02:00 am",0,0,0,14.1,0,14.1,0,0,0
"Mar 3, 03:00 am",0,0,0,13.8,0,13.8,0,0,0
"Mar 3, 04:00 am",0,0,0,13.4,0,13.4,0,0,0
"Mar 3, 05:00 am",0,0,0,12.9,0,12.9,0,0,0
"Mar 3, 06:00 am",0,0,0,11.7,0,11.7,0,0,0
"Mar 3, 07:00 am",118.147,118147,125806,16.0839,153.142,13.9,438.6,19.2,55.5
"Mar 3, 08:00 am",575.62,575620,598130,35.4219,708.527,16.6,829.7,36.2,295.2
"Mar 3, 09:00 am",720.562,720562,749591,55.9931,979.276,20,952.3,42.7,541.3
"Mar 3, 10:00 am",770.069,770069,801530,51.9991,1043.73,23.7,1010.3,46.5,756.5
"Mar 3, 11:00 am",776.534,776534,808320,50.0023,1052.6,27.3,1040.8,48.9,920.7
"Mar 3, 12:00 pm",764.089,764089,795251,52.4785,1050.59,28.2,1055.7,50.2,1020.2
"Mar 3, 01:00 pm",762.399,762399,793476,52.3676,1048.89,29.8,1060.1,50.6,1047.7
"Mar 3, 02:00 pm",766.182,766182,797448,52.4169,1052.34,31.1,1053.7,50.1,1000.3
"Mar 3, 03:00 pm",774.721,774721,806416,51.0497,1052.67,30.2,1035,48.7,881.8
"Mar 3, 04:00 pm",773.994,773994,805652,49.7707,1036.27,29,998,46.2,701.5
"Mar 3, 05:00 pm",722.982,722982,752127,47.0369,942.746,27.4,927.4,41.9,474.9
"Mar 3, 06:00 pm",434.662,434662,451680,37.0562,538.236,24.8,766.7,33.8,224.5
"Mar 3, 07:00 pm",0,0,0,22.6094,10.064,22.2,105,5.4,7.1
"Mar 3, 08:00 pm",0,0,0,20,0,20,0,0,0
"Mar 3, 09:00 pm",0,0,0,18.3,0,18.3,0,0,0
"Mar 3, 10:00 pm",0,0,0,17.1,0,17.1,0,0,0
"Mar 3, 11:00 pm",0,0,0,16.5,0,16.5,0,0,0
"Mar 4, 12:00 am",0,0,0,16.2,0,16.2,0,0,0
"Mar 4, 01:00 am",0,0,0,15.9,0,15.9,0,0,0
"Mar 4, 02:00 am",0,0,0,15.5,0,15.5,0,0,0
"Mar 4, 03:00 am",0,0,0,15,0,15,0,0,0
"Mar 4, 04:00 am",0,0,0,14.5,0,14.5,0,0,0
"Mar 4, 05:00 am",0,0,0,13.9,0,13.9,0,0,0
"Mar 4, 06:00 am",0,0,0,12.9,0,12.9,0,0,0
"Mar 4, 07:00 am",113.205,113205,120750,17.1355,148.871,14.8,432.9,19.2,54.2
"Mar 4, 08:00 am",570.202,570202,592485,38.1278,709.173,17.2,833.8,37.1,295.7
